12950;4;100;1
13450;3;102;3
12650;1;100;3
13500;2;100;1
12550;3;100;3
13800;102;100;1
12400;4;100;1
13500;3;999;1
13000;18;100;1
13700;1;100;2
13000;26;100;1
12950;1;100;1
12400;1;100;2
13600;30;100;3
13400;4;100;1
13450;89;100;1
12550;5;100;1
13800;1;100;1
13500;6;100;3
12450;19;100;2
12900;4;100;3
12750;3;100;3
13450;22;100;1
12550;1;102;4
12550;1;100;2
13800;2;100;3
12750;6;100;3
13800;6;102;3
13250;4;100;3
12800;6;100;3
12800;23;100;2
13500;5;135;1
13100;6;100;1
12800;5;100;1
13350;1;100;1
13500;110;100;1
12600;2;999;3
12500;2;100;1
13600;6;100;4
12500;1;100;1
12500;3;100;1
13450;5;102;3
13100;6;102;3
13150;4;100;4
12500;1;100;1
12800;5;100;3
13700;5;100;3
13450;8;100;3
13700;2;100;4
12950;40;100;3
13250;2;100;1
13100;12;100;3
12700;2;100;1
12750;30;100;3
12700;5;100;2
12800;2;102;1
13250;1;100;4
13050;5;100;3
13550;4;100;3
13300;94;100;2
13750;10;100;1
13250;3;100;1
12600;5;100;1
12600;4;100;2
13750;1;100;3
12900;2;100;3
12900;13;100;1
12900;6;100;2
12600;42;100;3
12900;5;102;2
13500;1;100;1
12800;1;100;1
13250;4;100;2
13250;15;100;2
13800;7;100;3
13400;5;100;2
13450;5;100;2
13100;3;102;1
13600;13;100;1
12850;2;100;3
13250;1;100;2
13250;4;100;2
13450;5;100;1
12400;2;100;1
13112;12;100;2
12350;4;100;1
12400;46;100;1
13800;4;190;3
12550;4;100;2
13200;2;102;1
13750;3;100;3
12550;25;100;1
12900;75;100;2
12500;41;100;3
13650;9;100;3
12650;1;102;4
13350;6;100;3
13700;5;102;3
12900;1;100;1
13750;6;102;4
13200;4;100;2
13350;50;100;3
12650;15;100;3
13200;17;100;3
13150;81;100;1
13100;3;100;1
12750;3;100;3
12900;3;100;3
13400;4;100;1
12500;36;100;1
13650;3;102;3
13800;2;100;3
12550;2;100;1
13800;2;100;3
12900;2;102;1
12400;2;100;3
13300;6;100;1
13100;4;100;1
13550;6;100;3
13600;6;100;3
13210;6;100;1
13800;3;102;1
13200;25;100;3
12750;3;100;1
13400;6;100;3
12750;116;100;2
13050;5;100;1
12450;26;100;3
13250;5;100;3
13650;2;100;1
13000;14;100;4
12700;2;102;3
12650;4;100;3
13150;4;100;2
12800;6;102;1
13250;3;102;1
13700;4;102;2
13100;3;100;1
12850;6;100;3
12450;6;100;1
13450;1;100;2
13600;3;100;3
13500;5;100;3
13800;6;100;3
12900;80;100;1
12700;4;100;4
13350;3;100;3
13400;104;100;4
13500;2;100;1
13100;6;100;1
12600;1;100;3
13150;20;100;3
13400;21;100;1
13600;44;100;2
12900;6;102;3
13450;3;100;3
12650;20;100;3
12900;6;102;1
13250;4;100;2
13350;2;100;3
13350;21;100;4
12600;3;102;3
13800;20;100;1
12350;4;100;3
13500;38;100;1
12750;15;100;2
13750;81;100;1
13450;25;100;3
13550;29;100;2
12500;2;100;4
13150;20;100;1
12950;45;100;1
13050;3;100;2
12950;22;100;1
13050;5;102;1
12800;5;100;3
13650;100;100;3
12950;15;100;4
13400;4;100;1
12950;47;100;3
12550;2;100;2
13750;2;100;2
13150;2;100;3
12650;4;100;2
12650;6;100;3
13250;1;100;1
13150;6;100;1
13800;7;100;1
13650;2;100;3
13650;6;100;3
13550;4;100;4
13200;38;100;3
13400;3;100;2
12550;23;100;3
13250;13;100;1
13550;126;100;1
12550;13;100;3
12800;3;100;3
13450;2;102;2
12650;6;100;1
13600;6;100;3
12350;4;100;3
13150;82;100;3
13400;5;102;1
12650;2;100;3
13500;19;100;1
13600;8;100;1
13600;3;100;1
13150;2;100;3
12850;4;100;2
13300;41;100;1
13200;4;100;3
12900;1;100;4
13750;102;100;1
13700;1;100;3
12700;30;100;4
13050;36;100;1
12550;6;102;1
12550;9;100;1
12750;1;102;2
12900;2;100;2
13150;6;135;3
12500;31;100;3
12550;1;100;1
12650;14;100;1
12750;4;102;3
13650;6;100;4
12850;4;100;2
12700;6;100;2
13200;73;100;1
13650;46;100;1
12800;20;100;3
12950;20;100;1
12900;4;100;1
13700;2;100;2
13350;12;100;1
12400;33;100;1
13050;3;102;2
12700;2;100;3
12900;112;100;1
13516;6;999;3
13250;2;100;4
13200;31;100;1
12750;5;100;1
13800;1;100;2
13350;4;100;2
12400;116;100;2
13350;4;100;2
13750;2;100;1
13150;5;100;1
13250;37;100;3
12900;6;100;3
13650;5;100;1
12900;3;100;3
12600;6;100;1
13650;1;100;2
12450;4;100;3
13600;1;102;4
13250;3;100;3
12900;1;100;2
12350;81;100;3
13450;6;100;1
12400;6;100;1
13150;16;100;2
12750;3;100;2
13800;2;100;2
13550;31;100;1
12900;6;190;3
13500;2;100;1
13800;45;100;1
13700;4;100;1
12950;5;100;3
12550;14;100;1
12400;4;100;3
13750;9;100;3
13000;2;100;4
13450;1;100;3
12550;5;100;3
13250;1;102;2
12900;5;102;1
13200;14;100;1
13400;2;100;3
12550;4;100;3
12600;4;100;2
12350;75;100;4
12950;4;100;3
13800;38;100;1
12600;1;100;4
13200;3;102;2
12350;2;100;3
13650;6;100;2
13750;4;100;1
13550;13;100;1
13400;4;100;2
13700;99;100;4
13650;4;100;3
12350;2;100;1
13650;3;100;2
12550;33;100;1
13500;3;100;3
12400;6;100;4
13350;5;102;3
12600;6;100;4
13500;4;100;3
13100;5;102;2
13800;5;102;2
13150;1;100;1
12400;46;100;2
13250;3;102;1
13400;4;100;3
12800;124;100;3
13450;5;100;3
13450;1;100;1
13100;3;100;1
12700;4;100;1
13800;18;100;1
13600;72;100;2
13300;5;100;3
13800;1;100;2
13000;1;100;1
13100;4;100;3
12350;1;190;1
12750;5;102;1
13700;6;100;1
13700;37;100;1
13250;87;100;1
13300;102;100;1
13450;2;100;3
12800;3;100;2
12750;4;100;3
13350;6;100;1
13050;5;135;3
13250;35;100;3
12650;1;102;1
13500;2;100;2
13600;3;100;1
13150;6;100;2
12400;2;100;3
13350;4;100;1
13200;3;100;1
13200;93;100;3
12850;117;100;2
12400;5;100;2
12450;25;100;2
13150;58;100;1
13100;6;102;1
12700;4;100;3
12500;1;100;1
13200;1;100;2
13400;25;100;3
12700;62;100;3
13650;6;100;3
13450;5;100;2
13400;3;100;3
13350;1;100;4
12700;2;100;3
12750;11;100;3
12750;4;100;3
13000;29;100;1
13750;130;100;1
13500;4;100;2
13650;3;135;3
13800;4;100;2
13500;4;102;3
13100;6;100;1
12950;3;100;3
13300;1;100;3
12950;5;102;3
13450;4;102;1
13250;2;100;1
12500;6;100;3
12700;6;100;1
13050;6;100;1
12750;1;100;3
12750;5;100;1
12850;4;100;3
13150;1;102;1
13100;5;100;4
12500;2;100;1
13100;58;100;1
13600;38;100;1
13800;6;100;3
13300;50;100;1
13350;6;100;2
12400;5;100;4
13200;1;100;1
12950;6;102;2
12750;6;100;1
13500;16;100;4
13500;5;100;2
12650;6;100;2
12400;5;100;2
12700;5;100;3
13750;47;100;1
12900;3;135;3
13400;19;100;1
12650;2;190;3
12800;3;102;3
13550;2;100;3
12950;4;100;1
12700;1;100;1
12700;3;100;3
13350;23;100;1
12950;112;100;3
13300;39;100;3
12700;4;100;4
12400;128;100;1
12650;4;102;2
13000;28;100;3
13450;1;102;3
13800;114;100;1
13750;28;100;2
13300;4;135;3
13350;5;100;1
12600;79;100;1
12550;1;102;3
12400;1;100;3
12550;117;100;1
12400;10;100;1
12850;19;100;3
12400;3;100;1
13200;33;100;3
13700;5;100;2
12400;4;100;4
13600;59;100;1
12350;2;100;1
13250;4;100;4
13600;5;100;3
12800;42;100;2
13750;3;100;2
12500;5;100;1
13800;2;100;1
13550;93;100;2
12650;3;100;3
13400;49;100;1
13400;49;100;2
12850;1;190;2
13050;5;100;1
13450;34;100;3
13550;4;100;3
13600;4;100;3
12900;6;100;4
12500;6;100;1
13000;4;100;1
13100;4;100;1
12850;16;100;3
13000;2;100;1
12650;4;100;1
13650;5;100;3
12550;1;100;1
13500;4;102;2
12600;26;100;2
12500;2;100;3
13150;1;100;3
13200;2;102;3
13450;6;100;1
13150;3;100;1
12700;3;100;3
13300;6;100;4
13500;92;100;3
12900;4;100;1
12600;5;100;3
12500;5;100;4
13000;3;100;3
13400;97;100;1
13750;3;135;2
12800;3;135;1
13750;6;102;3
13200;6;100;3
12800;39;100;1
12500;3;100;1
13050;3;102;3
12650;5;102;4
13500;32;100;3
12400;2;100;1
13100;1;100;2
12900;5;100;1
13450;1;100;1
12850;13;100;1
13350;3;100;3
12900;5;100;2
13350;1;100;3
12400;88;100;1
13800;118;100;1
13650;104;100;3
12650;2;100;2
13100;41;100;1
12950;3;100;3
12600;3;100;1
13550;6;102;3
12350;12;100;3
13650;6;100;3
12700;3;102;1
13800;4;100;3
13700;3;100;1
13300;6;100;3
13650;3;100;3
13750;2;100;3
13300;6;100;2
12600;46;100;1
13050;5;100;3
12750;3;100;1
12400;6;100;1
12550;20;100;1
13300;1;102;3
13400;4;100;1
13100;25;100;3
13300;4;102;1
13600;16;100;4
12750;1;100;2
12950;2;102;1
12900;3;100;2
13550;2;100;4
13800;34;100;3
12450;6;100;3
13300;68;100;1
12400;120;100;2
12800;5;100;1
12650;3;100;2
12700;6;100;3
13300;2;100;4
13700;1;100;3
13200;5;100;3
13350;6;100;1
13350;2;100;3
13400;47;100;3
12550;84;100;1
12600;2;102;2
13400;3;100;1
13100;2;100;3
13700;2;100;3
12350;5;100;3
12550;4;100;3
13000;7;100;3
12400;2;100;3
12500;29;100;2
12700;3;100;1
13300;3;100;1
13150;4;100;3
13350;66;100;2
13800;1;100;3
12550;123;100;3
13250;2;100;2
12850;1;100;1
